antecedent,consequent,confidence,supAntecedent
spotify:track:67citk3uzWs5qbaIVKTeg8,spotify:track:0BCy325UZyR9z0t0uxwn2N,0.7272727272727273,11
spotify:track:67citk3uzWs5qbaIVKTeg8,spotify:track:5kNe7PE09d6Kvw5pAsx23n,0.7272727272727273,11
spotify:track:67citk3uzWs5qbaIVKTeg8,spotify:track:1XazlqB4YAtvouCmJPWXlM,0.7272727272727273,11
spotify:track:66urf1ZXFy4qVKdNqcdbaZ,spotify:track:1JFx9R87En9oJOi4DRH1e9,0.7142857142857143,7
spotify:track:66rVt7PbwyKlu6CK6rxyAi,spotify:track:4PJXT82AZtlDW4Q71b43oz,0.5714285714285714,14
spotify:track:66rVt7PbwyKlu6CK6rxyAi,spotify:track:05ZACkzW8YbRq3eFgIfSNB,0.5714285714285714,14
spotify:track:66rVt7PbwyKlu6CK6rxyAi,spotify:track:6eYYm2xwrvdav2yakF3cqg,0.5714285714285714,14
spotify:track:66pxmg3Jhjm09tHoWR1wVR,spotify:track:4dGJf1SER1T6ooX46vwzRB,0.8333333333333334,6
spotify:track:66WPXyhXqMlkM1kZhyEXWK,spotify:track:0lLdorYw7lVrJydTINhWdI,1.0,8
spotify:track:66WPXyhXqMlkM1kZhyEXWK,spotify:track:6DwnAl6l63e83dDgIzY8P4,0.875,8
spotify:track:66WPXyhXqMlkM1kZhyEXWK,spotify:track:6tjituizSxwSmBB5vtgHZE,0.875,8
spotify:track:66WPXyhXqMlkM1kZhyEXWK,spotify:track:0xPaZrF25ltzvz1a2Pm5DQ,0.75,8
spotify:track:66WPXyhXqMlkM1kZhyEXWK,spotify:track:5Ber68jZ7ytegr2UISEdb7,0.75,8
spotify:track:66WPXyhXqMlkM1kZhyEXWK,spotify:track:3B7FO3kJ5kv3mX7yiaB7sT,0.625,8
spotify:track:666NLsbWOUP3Lo0Ji5U0FS,spotify:track:5xV0Czdqefft6sPDqjmFBu,0.8571428571428571,7
spotify:track:666NLsbWOUP3Lo0Ji5U0FS,spotify:track:4SRqDmPxYX0pUb5B5ut2Ri,0.8571428571428571,7
spotify:track:666NLsbWOUP3Lo0Ji5U0FS,spotify:track:0pmzQ1SkJHhDcA4v5pqw2A,0.7142857142857143,7
spotify:track:65V4OsgLqztVY0mlOx5HEh,spotify:track:7tUSJY4nsDBJTjd1UXKRsT,0.8571428571428571,7
spotify:track:65V4OsgLqztVY0mlOx5HEh,spotify:track:5VIfacsWytkcgr7aTt8Tql,0.7142857142857143,7
spotify:track:65V4OsgLqztVY0mlOx5HEh,spotify:track:6klpXs2uAjagnZMFkt4qkl,0.7142857142857143,7
spotify:track:65Q2mv3UlVi9eO70OpsmSe,spotify:track:4so0Wek9Ig1p6CRCHuINwW,0.8333333333333334,6
spotify:track:65Q2mv3UlVi9eO70OpsmSe,spotify:track:5humEOJehpAwMJEJmb0JJ2,0.8333333333333334,6
spotify:track:65Q2mv3UlVi9eO70OpsmSe,spotify:track:3T7dNA7O8c3Axj5WyDNcH3,0.8333333333333334,6
spotify:track:65Q2mv3UlVi9eO70OpsmSe,spotify:track:2FRnf9qhLbvw8fu4IBXx78,0.8333333333333334,6
spotify:track:65GjU6KDPzF5IO143vvTgn,spotify:track:2yi7HZrBOC4bMUSTcs4VK6,1.0,5
spotify:track:6520aj0B4FSKGVuKNsOCOi,spotify:track:0dA2Mk56wEzDgegdC6R17g,0.5714285714285714,14
spotify:track:64yrDBpcdwEdNY9loyEGbX,spotify:track:3ZffCQKLFLUvYM59XKLbVm,0.6,15
spotify:track:64ybTt8CKxPdeXBNnu08Op,spotify:track:5j9iuo3tMmQIfnEEQOOjxh,0.8333333333333334,6
spotify:track:64sn7wgJfeQKY3Jisnl59w,spotify:track:24NwBd5vZ2CK8VOQVnqdxr,0.7142857142857143,7
spotify:track:64sn7wgJfeQKY3Jisnl59w,spotify:track:6kZFIsYCBeuH0f1zGk1UoM,0.7142857142857143,7
spotify:track:64UioB4Nmwgn2f4cbIpAkl,spotify:track:1AhDOtG9vPSOmsWgNW0BEY,0.625,8
spotify:track:64UioB4Nmwgn2f4cbIpAkl,spotify:track:4CJVkjo5WpmUAKp3R44LNb,0.625,8
spotify:track:64BbK9SFKH2jk86U3dGj2P,spotify:track:48UPSzbZjgc449aqz8bxox,0.7692307692307693,13
spotify:track:64BbK9SFKH2jk86U3dGj2P,spotify:track:3d9DChrdc6BOeFsbrZ3Is0,0.6923076923076923,13
spotify:track:64BRpXYAYAw9UFtfSfoXKf,spotify:track:5CG9Ps5ynNjpKJHmwc95pa,0.6428571428571429,14
spotify:track:64BRpXYAYAw9UFtfSfoXKf,spotify:track:0BCy325UZyR9z0t0uxwn2N,0.6428571428571429,14
spotify:track:64BRpXYAYAw9UFtfSfoXKf,spotify:track:5kNe7PE09d6Kvw5pAsx23n,0.6428571428571429,14
spotify:track:63w0QA1wiV7QhF9jeiHETF,spotify:track:0i5el041vd6nxrGEU8QRxy,0.7142857142857143,7
spotify:track:63u5QGp9dKXAoYTVKUKBYn,spotify:track:4dGJf1SER1T6ooX46vwzRB,0.625,8
spotify:track:63thx7OANplv4I4BQsanHk,spotify:track:38gZVjeaeR3gcnCzziAxBm,0.8888888888888888,9
spotify:track:63thx7OANplv4I4BQsanHk,spotify:track:5kNe7PE09d6Kvw5pAsx23n,0.7777777777777778,9
spotify:track:63thx7OANplv4I4BQsanHk,spotify:track:7EAFj7eJcMF5koWSRJVZcL,0.5555555555555556,9
spotify:track:63p3Slj0shAFP0Q7dQetj5,spotify:track:79XrkTOfV1AqySNjVlygpW,0.6666666666666666,9
spotify:track:63p3Slj0shAFP0Q7dQetj5,spotify:track:5InOp6q2vvx0fShv3bzFLZ,0.6666666666666666,9
spotify:track:63p3Slj0shAFP0Q7dQetj5,spotify:track:1ID1QFSNNxi0hiZCNcwjUC,0.6666666666666666,9
spotify:track:63SF10lPoWA71bDYYzxfUs,spotify:track:1CvoOXxJqC2VHwgjZxjGX5,0.625,8
spotify:track:63SF10lPoWA71bDYYzxfUs,spotify:track:1lEk3U3MzbDeL5MNHkE9JU,0.625,8
spotify:track:63OQWdXMq0Pe6pRpWY5gO0,spotify:track:10M2Ex445zw585Ducldzkw,0.6,10
spotify:track:63OQWdXMq0Pe6pRpWY5gO0,spotify:track:5BbYPT6ehZf0hSv2su6JAl,0.6,10
spotify:track:63OQWdXMq0Pe6pRpWY5gO0,spotify:track:7mldq42yDuxiUNn08nvzHO,0.6,10
spotify:track:63OQWdXMq0Pe6pRpWY5gO0,spotify:track:0BCy325UZyR9z0t0uxwn2N,0.6,10
spotify:track:63OQWdXMq0Pe6pRpWY5gO0,spotify:track:5kNe7PE09d6Kvw5pAsx23n,0.6,10
spotify:track:63OQWdXMq0Pe6pRpWY5gO0,spotify:track:1XazlqB4YAtvouCmJPWXlM,0.6,10
spotify:track:63OFKbMaZSDZ4wtesuuq6f,spotify:track:5EWPGh7jbTNO2wakv8LjUI,0.6666666666666666,12
spotify:track:63OFKbMaZSDZ4wtesuuq6f,spotify:track:1QEEqeFIZktqIpPI4jSVSF,0.5833333333333334,12
spotify:track:63OFKbMaZSDZ4wtesuuq6f,spotify:track:3YBZIN3rekqsKxbJc9FZko,0.5833333333333334,12
spotify:track:63OFKbMaZSDZ4wtesuuq6f,spotify:track:6kZFIsYCBeuH0f1zGk1UoM,0.5833333333333334,12
spotify:track:63OFKbMaZSDZ4wtesuuq6f,spotify:track:2LawezPeJhN4AWuSB0GtAU,0.5833333333333334,12
spotify:track:63M8PK8yavNITSViKUB62p,spotify:track:4jtyUzZm9WLc2AdaJ1dso7,0.7142857142857143,7
spotify:track:62nQ8UZVqR2RMvkJHkcO2o,spotify:track:1L94M3KIu7QluZe63g64rv,0.75,8
spotify:track:62nQ8UZVqR2RMvkJHkcO2o,spotify:track:6QewNVIDKdSl8Y3ycuHIei,0.75,8
spotify:track:61zTSexBvC42Db8jxMHuKx,spotify:track:49zD0wr2S3d0lZPib0K4e1,0.75,8
spotify:track:61zTSexBvC42Db8jxMHuKx,spotify:track:27GmP9AWRs744SzKcpJsTZ,0.625,8
spotify:track:61sQYdFNS6sEBYCyr1q5gn,spotify:track:0DBIL8arX0Zo6eAuxNIpik,0.5384615384615384,13
spotify:track:61sQYdFNS6sEBYCyr1q5gn,spotify:track:3pfXxHoydFRfD7IBGJTQAN,0.5384615384615384,13
spotify:track:61dXuN3VyqGOyOeMfJXIPh,spotify:track:6M5cQCyieE1Q8YQydVLzxL,0.75,8
spotify:track:61LtVmmkGr8P9I2tSPvdpf,spotify:track:5XJJdNPkwmbUwE79gv0NxK,0.6153846153846154,13
spotify:track:614TxLN6BP9nN8pFcPdLVE,spotify:track:0azC730Exh71aQlOt9Zj3y,0.8333333333333334,6
spotify:track:60xaS8mYBKUW4VQQ666N0T,spotify:track:7yyRTcZmCiyzzJlNzGC9Ol,0.5172413793103449,29
spotify:track:60xaS8mYBKUW4VQQ666N0T,spotify:track:7KXjTSCq5nL1LoYtL7XAwS,0.5172413793103449,29
spotify:track:60c0p6GGnuwdKcQnmuM2zC,spotify:track:2kIq7Oq6YNfdUuTrmPC4w1,1.0,5
spotify:track:60ROUq0fqkQHxBAzk6HgJa,spotify:track:1TanmIWbaUj5NVwJ3k4XPd,0.7142857142857143,7
spotify:track:60APt5N2NRaKWf5xzJdzyC,spotify:track:7tr2za8SQg2CI8EDgrdtNl,0.875,8
spotify:track:608a1wIsSd5KzMEqm1O7w3,spotify:track:3FFcZZq3Z3EJrhUecwcMdG,0.5294117647058824,17
spotify:track:5zaIgI9HNUPIcfaeVRlxGa,spotify:track:6qMXubogFdMrvVMJwqATzd,0.7142857142857143,7
spotify:track:5zGqTc1WQUe8XqqdnrpKTV,spotify:track:03fT3OHB9KyMtGMt2zwqCT,0.5454545454545454,11
spotify:track:5zGqTc1WQUe8XqqdnrpKTV,spotify:track:5HGibWoxnkYSkl6mHmAlOE,0.5454545454545454,11
spotify:track:5zBqPjh3vfttJScml99szD,spotify:track:27GmP9AWRs744SzKcpJsTZ,0.6666666666666666,12
spotify:track:5zA8vzDGqPl2AzZkEYQGKh,spotify:track:2WfaOiMkCvy7F5fcp2zZ8L,0.5384615384615384,13
spotify:track:5z7mYFfhw6N6f23VwrokJD,spotify:track:0I3q5fE6wg7LIfHGngUTnV,0.7142857142857143,7
spotify:track:5z46NBsndcpz5sdywfdqul,spotify:track:1bpnYrDCforv9ctJMzJRV8,0.8571428571428571,7
spotify:track:5z1T8M153gyxX6IKJemYX7,spotify:track:7GQjJEwqlp6m5HNWVQd6OR,0.8571428571428571,7
spotify:track:5z1T8M153gyxX6IKJemYX7,spotify:track:3ts6xK5GzfMAAriT9AIBmP,0.7142857142857143,7
spotify:track:5z1T8M153gyxX6IKJemYX7,spotify:track:2yWtLaPCOUDyi7f1lOXCn5,0.7142857142857143,7
spotify:track:5ytc87gcx6dZ4nWRNykinV,spotify:track:6s9ICeczYOfbHHIaSMq9jd,0.5555555555555556,18
spotify:track:5ytc87gcx6dZ4nWRNykinV,spotify:track:03fT3OHB9KyMtGMt2zwqCT,0.5555555555555556,18
spotify:track:5ytc87gcx6dZ4nWRNykinV,spotify:track:05ZACkzW8YbRq3eFgIfSNB,0.5555555555555556,18
spotify:track:5ytc87gcx6dZ4nWRNykinV,spotify:track:5kNe7PE09d6Kvw5pAsx23n,0.5555555555555556,18
spotify:track:5ytc87gcx6dZ4nWRNykinV,spotify:track:2TR7A4ulH9R1PNwMyd8o8U,0.5555555555555556,18
spotify:track:5yIiXdLRE85OBiQmCaUenq,spotify:track:39FwE8edwuyiaa4PrGBkP7,0.9090909090909091,11
spotify:track:5yIiXdLRE85OBiQmCaUenq,spotify:track:03fT3OHB9KyMtGMt2zwqCT,0.6363636363636364,11
spotify:track:5y7NRMui3GLbwj2zBaOqo1,spotify:track:5eFxwmqKrHpSQDOEIFYlgY,0.6428571428571429,14
spotify:track:5y7NRMui3GLbwj2zBaOqo1,spotify:track:5eALoO9RRACvoxvLKF9zt4,0.5714285714285714,14
spotify:track:5y4TDQdYzlT4eoQIPOgNDz,spotify:track:6TlRNJaezOdzdECnQeRuMM,1.0,5
spotify:track:5y2pNuAvWcPKiORZ12e44S,spotify:track:6IFPfV8PNSYOmufzQ95hmm,0.8333333333333334,6
spotify:track:5xmaFH9oMYg8SMMTndypEh,spotify:track:0IzIW2MSFdllQ7zFLbv1uS,0.8888888888888888,9
spotify:track:5xmaFH9oMYg8SMMTndypEh,spotify:track:1uHt85NYsb2JJ05FkAK6as,0.8888888888888888,9
spotify:track:5xmaFH9oMYg8SMMTndypEh,spotify:track:3AWSwChgStOColFkXbwRnP,0.8888888888888888,9
spotify:track:5xmaFH9oMYg8SMMTndypEh,spotify:track:3Gf3Jsm0k6IPUkogQfKi7S,0.8888888888888888,9
spotify:track:5xmaFH9oMYg8SMMTndypEh,spotify:track:3KtzpxgZZzTPgNfkObCndB,0.8888888888888888,9
spotify:track:5xmaFH9oMYg8SMMTndypEh,spotify:track:6YoYLN155MLavQcl3bHmvY,0.7777777777777778,9
spotify:track:5xmaFH9oMYg8SMMTndypEh,spotify:track:6xguT5OygfmfFx2fyoTHQr,0.7777777777777778,9
spotify:track:5xmaFH9oMYg8SMMTndypEh,spotify:track:3RuXekS5criwismaaj87iF,0.6666666666666666,9
spotify:track:5xmaFH9oMYg8SMMTndypEh,spotify:track:4WQJPsbGOdqe24mUVHa8xb,0.6666666666666666,9
spotify:track:5xmaFH9oMYg8SMMTndypEh,spotify:track:6jyXQ8HGI7ikECGA0670uo,0.6666666666666666,9
spotify:track:5xmaFH9oMYg8SMMTndypEh,spotify:track:20QRXRV7wUFOIgBQCGnUy3,0.5555555555555556,9
spotify:track:5xmaFH9oMYg8SMMTndypEh,spotify:track:3SMxd9vNy41n9Xk4UFw36S,0.5555555555555556,9
spotify:track:5xmaFH9oMYg8SMMTndypEh,spotify:track:49oQf4PT5ONHU1qHvzfP1g,0.5555555555555556,9
spotify:track:5xmaFH9oMYg8SMMTndypEh,spotify:track:5m4RHs0THdfyn579MONxcV,0.5555555555555556,9
spotify:track:5xmaFH9oMYg8SMMTndypEh,spotify:track:5sTC1imYc0QzNe3i5snLy7,0.5555555555555556,9
spotify:track:5xdVqHtFS0eLuNp4Z8Wbpa,spotify:track:69bp2EbF7Q2rqc5N3ylezZ,0.5294117647058824,17
spotify:track:5xZjfKSfTooDP2rcAgjxlH,spotify:track:15DrrIod12Tc2IoMaHiwlQ,0.5555555555555556,9
spotify:track:5xZjfKSfTooDP2rcAgjxlH,spotify:track:5rgy6ghBq1eRApCkeUdJXf,0.5555555555555556,9
spotify:track:5xZjfKSfTooDP2rcAgjxlH,spotify:track:71O1jD7bF3cdMPvPi186V6,0.5555555555555556,9
spotify:track:5x2XIAdvFxWCwIOMNkbWUj,spotify:track:2IO7yf562c1zLzpanal1DT,0.7142857142857143,7
spotify:track:5x2XIAdvFxWCwIOMNkbWUj,spotify:track:6s8PRmROPJHlqZmu9Bbviz,0.7142857142857143,7
spotify:track:5x2XIAdvFxWCwIOMNkbWUj,spotify:track:6w4LIVTA1966CdmIo0yG4x,0.7142857142857143,7
spotify:track:5wyrQLBbmKdxY6yLNdienj,spotify:track:4IWGnyOHDrVZEtPWfs4s7q,1.0,5
spotify:track:5wyrQLBbmKdxY6yLNdienj,spotify:track:2ANLarE8yHVsLWW21nj79M,1.0,5
spotify:track:5wyrQLBbmKdxY6yLNdienj,spotify:track:0B8QzDH7YWih85V5SEMnyJ,1.0,5
spotify:track:5wUUWVRvrciJqFitZF8R0P,spotify:track:0PXp9QxBfSKGGpWUNaws2X,0.5714285714285714,14
spotify:track:5wTMQjEx9LWeFwLjolPCUy,spotify:track:12qZHAeOyTf93YAWvGDTat,0.5517241379310345,29
spotify:track:5w1vhNA2OEWUQ371QzyMmM,spotify:track:5OOkp4U9P9oL23maHFHL1h,0.7142857142857143,7
spotify:track:5voKHxbIqgBU7fZMX8Lu0T,spotify:track:7w9bgPAmPTtrkt2v16QWvQ,0.5555555555555556,9
spotify:track:5voKHxbIqgBU7fZMX8Lu0T,spotify:track:6sDQ4uiWw9OdVrCXFLSlZt,0.5555555555555556,9
spotify:track:5vhHPVZaW0UG38tjB3NEeW,spotify:track:2SZYBG86b5hTFssCSusaII,1.0,8
spotify:track:5vhHPVZaW0UG38tjB3NEeW,spotify:track:6leiB1fEsTnVCuPiielde5,0.625,8
spotify:track:5vhHPVZaW0UG38tjB3NEeW,spotify:track:7GQjJEwqlp6m5HNWVQd6OR,0.625,8
spotify:track:5vhHPVZaW0UG38tjB3NEeW,spotify:track:0nDjzA4kns1QOWPXuOn6Xw,0.625,8
spotify:track:5vhHPVZaW0UG38tjB3NEeW,spotify:track:6BJ4hKkkbcs3IrLlNx71R8,0.625,8
spotify:track:5vgdeMt4uKUN2BeltZjoDh,spotify:track:316r1KLN0bcmpr7TZcMCXT,0.8333333333333334,6
spotify:track:5vdp5UmvTsnMEMESIF2Ym7,spotify:track:1AhDOtG9vPSOmsWgNW0BEY,0.5454545454545454,33
spotify:track:5vVmnv4EN3X2VBa5Fo3UFM,spotify:track:42et6fnHCw1HIPSrdPprMl,0.7,10
spotify:track:5vVmnv4EN3X2VBa5Fo3UFM,spotify:track:2hdhm6piUJnmKXmEmskXCg,0.6,10
spotify:track:5vVmnv4EN3X2VBa5Fo3UFM,spotify:track:5DiXcVovI0FcY2s0icWWUu,0.6,10
spotify:track:5vVmnv4EN3X2VBa5Fo3UFM,spotify:track:4YPhn26bIFm2KUkL1VLzQG,0.6,10
spotify:track:5vLonpxn4VN0A8GtQOBSG0,spotify:track:208bYsadJ56km31IENM2qS,0.6153846153846154,13
spotify:track:5vLonpxn4VN0A8GtQOBSG0,spotify:track:3cE5ltZFHmBpiS77itKaOM,0.5384615384615384,13
spotify:track:5vLonpxn4VN0A8GtQOBSG0,spotify:track:5kjyiH6but1t2UDXq15aeS,0.5384615384615384,13
spotify:track:5vCgOg9VqRaAUbnflCO6P3,spotify:track:05ZACkzW8YbRq3eFgIfSNB,0.6923076923076923,13
spotify:track:5vCgOg9VqRaAUbnflCO6P3,spotify:track:03fT3OHB9KyMtGMt2zwqCT,0.6153846153846154,13
spotify:track:5vCgOg9VqRaAUbnflCO6P3,spotify:track:3b7CDTKB0SRTmQ6ytYi5vZ,0.6153846153846154,13
spotify:track:5v7kaZNsnyByrSJOfO8gKq,spotify:track:34oWbFBfGEElvgO0a5c9V4,0.7,20
spotify:track:5uZm7EFtP5aoTJvx5gv9Xf,spotify:track:6fwdbPMwP1zVStm8FybmkO,0.6,10
spotify:track:5uZm7EFtP5aoTJvx5gv9Xf,spotify:track:4gmmRb6bZJffOOiww1JGTO,0.6,10
spotify:track:5uZm7EFtP5aoTJvx5gv9Xf,spotify:track:5uQOauh47VFt3B2kV9kRXw,0.6,10
spotify:track:5uZm7EFtP5aoTJvx5gv9Xf,spotify:track:5hTpBe8h35rJ67eAWHQsJx,0.6,10
spotify:track:5uQOauh47VFt3B2kV9kRXw,spotify:track:6gBFPUFcJLzWGx4lenP6h2,0.6296296296296297,27
spotify:track:5uQOauh47VFt3B2kV9kRXw,spotify:track:7KXjTSCq5nL1LoYtL7XAwS,0.5555555555555556,27
spotify:track:5uM9zdUz8PpYJME9wZCM4W,spotify:track:6RrXd9Hph4hYR4bf3dbM6H,1.0,7
spotify:track:5uLb01OcHVl8ayyWotfx31,spotify:track:3pXF1nA74528Edde4of9CC,0.625,8
spotify:track:5uKF7XZmtNidHD848GfLVI,spotify:track:36TzEEPez0tk4rjYDjJl49,1.0,5
spotify:track:5uKF7XZmtNidHD848GfLVI,spotify:track:32OWobmyAz8J2qA8iWekyS,1.0,5
spotify:track:5uKF7XZmtNidHD848GfLVI,spotify:track:7G0x6r9xKrfN5j8Qhp7iGa,1.0,5
spotify:track:5uKF7XZmtNidHD848GfLVI,spotify:track:1DnSNqCQM3LUxqFuXt184Q,1.0,5
spotify:track:5uKF7XZmtNidHD848GfLVI,spotify:track:0Pd4lsvSDPkcNCxbcz0UeV,1.0,5
spotify:track:5uKF7XZmtNidHD848GfLVI,spotify:track:4Z0l8dIngsalL0QdCun5CE,1.0,5
spotify:track:5uKF7XZmtNidHD848GfLVI,spotify:track:6Zztw1ERHqXAngHE8PfO6N,1.0,5
spotify:track:5uDASfU19gDxSjW8cnCaBp,spotify:track:5hTpBe8h35rJ67eAWHQsJx,0.5901639344262295,61
spotify:track:5uDASfU19gDxSjW8cnCaBp,spotify:track:7yyRTcZmCiyzzJlNzGC9Ol,0.5573770491803278,61
spotify:track:5u5MvmVtitax9R1Mxh3reC,spotify:track:6DUdDIRgLqCGq1DwkNWQTN,0.75,8
spotify:track:5u5MvmVtitax9R1Mxh3reC,spotify:track:22eADXu8DfOAUEDw4vU8qy,0.625,8
spotify:track:5u5MvmVtitax9R1Mxh3reC,spotify:track:3umS4y3uQDkqekNjVpiRUs,0.625,8
spotify:track:5u5MvmVtitax9R1Mxh3reC,spotify:track:7tA7IQiLWAqTXahUQ9RvfN,0.625,8
spotify:track:5tsI3xxDHDgzHhn30LTQNz,spotify:track:6gBFPUFcJLzWGx4lenP6h2,0.625,8
spotify:track:5tlyFGagMcqqpbqo2jYKU5,spotify:track:2xYlyywNgefLCRDG8hlxZq,0.8333333333333334,6
spotify:track:5tRmoZRoupvMYPV1oezFrH,spotify:track:7GX5flRQZVHRAGd6B4TmDO,0.7,10
spotify:track:5tRmoZRoupvMYPV1oezFrH,spotify:track:2eAZfqOm4EnOF9VvN50Tyc,0.7,10
spotify:track:5t0izTLPeWYLiIfHPJbORJ,spotify:track:1lEk3U3MzbDeL5MNHkE9JU,0.7142857142857143,7
spotify:track:5t0izTLPeWYLiIfHPJbORJ,spotify:track:27uBwOJbW6kHsCbKGukxMK,0.7142857142857143,7
spotify:track:5t0izTLPeWYLiIfHPJbORJ,spotify:track:0fxpHpK3aw2nFWII6yveDD,0.7142857142857143,7
spotify:track:5suEtW2DUAfvroohjzgatb,spotify:track:27GmP9AWRs744SzKcpJsTZ,0.5151515151515151,33
spotify:track:5sjIhQzNljMVrDklI91ezp,spotify:track:5BbYPT6ehZf0hSv2su6JAl,0.875,8
spotify:track:5sjIhQzNljMVrDklI91ezp,spotify:track:10M2Ex445zw585Ducldzkw,0.75,8
spotify:track:5sjIhQzNljMVrDklI91ezp,spotify:track:7vWGeYZJUzBXKGPro05UXS,0.75,8
spotify:track:5sjIhQzNljMVrDklI91ezp,spotify:track:6xHI9KjUjYT0FPtGO8Mxa1,0.75,8
spotify:track:5sjIhQzNljMVrDklI91ezp,spotify:track:5S5rw0WLVCAux5B5bWCehK,0.75,8
spotify:track:5sUlaoVcLPk2Wr695jp6dd,spotify:track:4gFXY5yvHayGckJndafYQE,0.5384615384615384,13
spotify:track:5sTC1imYc0QzNe3i5snLy7,spotify:track:20QRXRV7wUFOIgBQCGnUy3,1.0,5
spotify:track:5sTC1imYc0QzNe3i5snLy7,spotify:track:49oQf4PT5ONHU1qHvzfP1g,1.0,5
spotify:track:5sTC1imYc0QzNe3i5snLy7,spotify:track:6YoYLN155MLavQcl3bHmvY,1.0,5
spotify:track:5sTC1imYc0QzNe3i5snLy7,spotify:track:6jyXQ8HGI7ikECGA0670uo,1.0,5
spotify:track:5sTC1imYc0QzNe3i5snLy7,spotify:track:3AWSwChgStOColFkXbwRnP,1.0,5
spotify:track:5sTC1imYc0QzNe3i5snLy7,spotify:track:5xmaFH9oMYg8SMMTndypEh,1.0,5
spotify:track:5sTC1imYc0QzNe3i5snLy7,spotify:track:3Gf3Jsm0k6IPUkogQfKi7S,1.0,5
spotify:track:5sTC1imYc0QzNe3i5snLy7,spotify:track:1uHt85NYsb2JJ05FkAK6as,1.0,5
spotify:track:5sTC1imYc0QzNe3i5snLy7,spotify:track:4WQJPsbGOdqe24mUVHa8xb,1.0,5
spotify:track:5sTC1imYc0QzNe3i5snLy7,spotify:track:0IzIW2MSFdllQ7zFLbv1uS,1.0,5
spotify:track:5sTC1imYc0QzNe3i5snLy7,spotify:track:6NqfslFfCCOyBQ0Xw8kN8E,1.0,5
spotify:track:5sHde7fFQ5TthEulnBllhi,spotify:track:3kxfsdsCpFgN412fpnW85Y,1.0,6
spotify:track:5rwOE5J3Y1A2NiRa6y3Yph,spotify:track:3lWCa9e0KhDghboM5L9C6d,0.8333333333333334,6
spotify:track:5rwOE5J3Y1A2NiRa6y3Yph,spotify:track:4iq3zHwgHSxstFvYw4yIsQ,0.8333333333333334,6
spotify:track:5rwOE5J3Y1A2NiRa6y3Yph,spotify:track:4q6oNFTjZmJqkIgPdp8iR1,0.8333333333333334,6
spotify:track:5rwOE5J3Y1A2NiRa6y3Yph,spotify:track:4QRWA5UqYU1st9aO0UfxOj,0.8333333333333334,6
spotify:track:5rwOE5J3Y1A2NiRa6y3Yph,spotify:track:7cGFbx7MP0H23iHZTZpqMM,0.8333333333333334,6
spotify:track:5rwOE5J3Y1A2NiRa6y3Yph,spotify:track:6bM3GKo47KVgvj3gHdWS0U,0.8333333333333334,6
spotify:track:5robRLVa4HUE1k5sb25z2X,spotify:track:5pfJsMwoRYKampPay8amX0,0.625,8
spotify:track:5rk3EqsP1iHuQn5tkC1Qw0,spotify:track:7jslhIiELQkgW9IHeYNOWE,0.7142857142857143,7
spotify:track:5rk3EqsP1iHuQn5tkC1Qw0,spotify:track:49zD0wr2S3d0lZPib0K4e1,0.7142857142857143,7
spotify:track:5rk3EqsP1iHuQn5tkC1Qw0,spotify:track:27GmP9AWRs744SzKcpJsTZ,0.7142857142857143,7
spotify:track:5rgrBsAFYMun6yhtnLKRPz,spotify:track:43PuMrRfbyyuz4QpZ3oAwN,0.5555555555555556,18
spotify:track:5r011NB07RHjABbuVGVIbd,spotify:track:2mNbgyi0gori4b1rFSPgIb,0.6,10
spotify:track:5r00wpsojd4mBYaQFDvni7,spotify:track:03fT3OHB9KyMtGMt2zwqCT,0.8,10
spotify:track:5r00wpsojd4mBYaQFDvni7,spotify:track:05ZACkzW8YbRq3eFgIfSNB,0.6,10
spotify:track:5r00wpsojd4mBYaQFDvni7,spotify:track:5vCgOg9VqRaAUbnflCO6P3,0.6,10
spotify:track:5qxChyzKLEyoPJ5qGrdurN,spotify:track:5NLuC70kZQv8q34QyQa1DP,0.625,8
spotify:track:5qxChyzKLEyoPJ5qGrdurN,spotify:track:57bgtoPSgt236HzfBOd8kj,0.625,8
spotify:track:5qrzhg9Fmu8Amg2uMhHfe5,spotify:track:5xV0Czdqefft6sPDqjmFBu,1.0,5
spotify:track:5qmtkyOgqA2HhjWRHj5Gez,spotify:track:6vnDoUOHTiVB5DvX18tJon,0.5555555555555556,9
spotify:track:5qmtkyOgqA2HhjWRHj5Gez,spotify:track:12REd1n8PeiHHWOh066tpr,0.5555555555555556,9
spotify:track:5qkWTBmDmZjogwIvbKtJQv,spotify:track:7tGlzXJv6GD5e5qlu5YmDg,0.6923076923076923,13
spotify:track:5qkWTBmDmZjogwIvbKtJQv,spotify:track:2KpCpk6HjXXLb7nnXoXA5O,0.5384615384615384,13
spotify:track:5qkWTBmDmZjogwIvbKtJQv,spotify:track:6j9iyrrmqWlQZ5SD1hSTaq,0.5384615384615384,13
spotify:track:5qkWTBmDmZjogwIvbKtJQv,spotify:track:6J5sxraPPZ4b0CVOGAgpXj,0.5384615384615384,13
spotify:track:5qirEyQairqQcZ7ubCNLOX,spotify:track:7AclP0W2jy6yrbvBiC4prQ,0.8571428571428571,7
spotify:track:5qirEyQairqQcZ7ubCNLOX,spotify:track:5HJId22hZ2IvFnvNSy6ZbE,0.7142857142857143,7
spotify:track:5qirEyQairqQcZ7ubCNLOX,spotify:track:5kNe7PE09d6Kvw5pAsx23n,0.7142857142857143,7
